户号,00点(kW),01点(kW),02点(kW),03点(kW),04点(kW),05点(kW),06点(kW),07点(kW),08点(kW),09点(kW),10点(kW),11点(kW),12点(kW),13点(kW),14点(kW),15点(kW),16点(kW),17点(kW),18点(kW),19点(kW),20点(kW),21点(kW),22点(kW),23点(kW)
"1321226215	",13.44,12.48,13.68,12.12,12.24,12.18,12.3,12.18,13.92,18.72,20.4,13.62,12.96,12.42,11.94,13.38,19.98,12.84,13.2,12.9,14.34,13.86,13.86,12.24
"1321226215	",23.82,23.1,24.72,22.92,23.34,22.98,25.32,24.54,23.04,18.42,11.64,30.12,32.88,18.96,19.38,20.58,19.92,41.7,49.68,25.5,34.74,26.58,26.58,25.08
"1321226235	",937.5,945.3,859.5,803.25,108.75,107.7,769.05,741.75,141.45,117.15,105,105.9,37.35,95.4,132,116.7,115.35,24.9,12.75,14.7,18.3,18.75,811.35,136.05
"1321226391	",5.64,5.46,4.68,5.1,5.1,5.04,5.1,4.56,5.04,4.08,4.08,7.08,4.44,4.2,6,6.06,4.68,4.68,13.56,9.24,7.98,5.64,5.64,6.12
"1321226391	",3.78,3.72,3.84,1.8,1.68,1.68,1.74,1.68,1.62,1.56,3.54,3.66,3.9,3.9,1.8,1.74,1.86,1.86,2.04,2.04,2.1,3.3,3.24,3.06
"1321226413	",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,2.4,4.2,1.2,0.3,0.3,0.3,0.3,5.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"1321226438	",1731.6,1148.8,1400.2,1462.6,1302.4,1584.8,703.2,1385.6,92,66.4,67.4,44,48.6,1650.4,1139,1144.6,1197.4,69,496.2,1529.8,1434.2,1608,1284.4,631
"1321226552	",30.7,29.6,34.26,30.5,38.5,37.98,53.22,116.28,51.3,94.72,96.28,72,45.96,53.58,64.36,55.26,97.6,87.28,70.94,42.16,32.14,27.28,20.74,19.34
"1321226562	",38.42,38.12,41.72,41.94,48.56,34.02,38.6,79.12,93.48,103.76,95.38,90.44,70,85.5,75.08,75.88,98.56,89.54,64.58,46.88,45.92,45.36,57.48,40.9
"1321226575	",9.58,8.7,11.92,8.72,10.18,9.9,12.38,26.98,12.14,6.24,21.72,3.18,7.74,8.72,3.78,3.88,8.46,25.5,26.58,38.12,37.52,10.84,11.76,11.16
"1321226635	",841.6,926.6,918.4,783,803,666,667.8,631.6,822.6,834.6,844,841.4,944.2,632.2,594.6,480.2,608,490.2,599.8,936.6,858.6,908.8,680.8,519.6
"1321226669	",10.7,14.3,13.3,12.3,14.4,11.6,9.5,10.6,15.4,13.6,13.3,8.7,12.6,13.8,13.8,11.1,8.9,8.6,14,9.3,9.4,11.3,9.4,9.4
"1321226669	",8,8.2,8.2,15.6,8.5,8.2,9.7,9.6,7.7,7.4,7.1,7.2,7.8,7.7,7.8,7.5,7.8,7.8,7.9,7.4,7.8,8.5,7.5,7.7
"1321226701	",94.2,90.6,93.6,85.8,86.4,94.2,91.2,85.8,95.4,130.2,133.8,96.6,107.4,112.2,108.6,95.4,115.2,94.8,81,94.8,87.6,80.4,89.4,87
"1321226708	",286.05,309.9,233.85,247.35,301.35,299.7,259.95,241.5,228,207.6,106.65,,28.05,,28.5,103.8,130.65,75,65.4,74.85,96.9,86.55,91.2,105.9
"1321226738	",82.2,129.6,124.8,124.8,129,121.2,112.2,120,116.4,249.6,259.2,252,292.8,307.8,213,201.6,282.6,254.4,225.6,180.6,181.2,138,124.8,116.4
"1321226740	",8,8,8,8,8,8.8,8,8,8,8,8,8.8,8.8,8,8,8.8,8,8.8,8.8,8.8,8.8,8,8,8
"1321226747	",81,63,63,62,65,61,75,61,65,92,115,63,96,73,84,75,66,62,89,75,74,68,75,60
"1321226747	",28,15,15,15,14,17,16,15,17,23,16,35,36,18,28,36,24,18,18,18,21,28,21,17
"1321226748	",86,100,106,85.5,75,80,73,169.5,175,334.5,297,377.5,355,345,283,238.5,355.5,336,337.5,316.5,342.5,278.5,269,110
"1321226765	",84,56.8,53.6,55.2,51.2,50.4,50.4,69.6,104,77.6,56,66.4,69.6,56,92.8,61.6,52,84,68,100.8,76.8,65.6,69.6,64
"1321226765	",56,44.8,55.2,40,40.8,41.6,42.4,65.6,69.6,71.2,68,68.8,71.2,72,81.6,68,76,77.6,89.6,84.8,69.6,97.6,62.4,49.6
"1321226767	",53.5,49.5,46.5,46.5,53.5,45,46.5,47,49,63.5,76,71,96,71,80,60,61,69,46.5,51.5,74.5,58,52.5,75
"1321226767	",74,76.5,67.5,68.5,63,64.5,67,60.5,99.5,75,172.5,175,162.5,142.5,154.5,77,160,130.5,110,71.5,,77,87.5,83.5
"1321226772	",18.6,17.1,16.8,16.5,16.2,16.5,17.4,20.4,36.3,52.5,36,33.6,26.4,21.6,24.3,21,30.3,46.8,30.6,22.2,38.4,40.8,18.6,19.5
"1321226772	",30.9,28.5,27.6,25.2,27.3,26.7,23.7,39.6,74.1,51.6,28.8,32.7,26.4,45.6,54.3,51.6,74.4,64.5,81,54.6,50.4,31.8,74.7,29.4
"1321226786	",44,29.6,45.2,29.6,30.4,28,29.2,44.4,43.2,52,38,55.6,50.4,66.4,37.6,72.4,42,72,58.4,65.6,44.8,38.8,41.2,40.4
"1321226786	",38.8,36.4,35.6,34.8,36,37.6,38.4,38,36,48.8,33.6,51.6,38.8,37.2,60.4,53.2,42.4,70.4,44,53.2,54.4,50,60.4,42.8
"1321226825	",76.8,66.8,72,68,72.4,69.2,73.6,67.2,106.4,127.2,94,108,131.6,106,88.8,97.2,148.4,95.2,107.6,73.2,90,75.2,68,67.2
"1321226825	",112.8,86.4,82.4,84.4,82.8,86,83.6,90.4,132.8,136.8,151.6,157.6,183.6,139.2,142.4,149.6,182.4,129.2,120,135.6,121.2,108.4,120.8,93.2
"1321226922	",231.6,214.8,217.2,234.6,228.6,238.2,243,289.8,330.6,363.6,411,381,345.6,286.8,256.8,246,268.8,307.2,314.4,258,234.6,266.4,296.4,277.2
"1321226922	",202.2,217.8,189.6,199.2,198,199.2,188.4,201.6,210.6,202.8,226.2,227.4,202.8,212.4,208.8,198,207.6,185.4,205.8,205.8,208.8,206.4,219.6,243
"1321226956	",2986.2,2941.2,2849.4,2800.8,2875.2,2865,2789.4,2880.6,2762.4,87,116.4,123,114.6,106.2,107.4,88.8,105,31.8,51,46.8,96,93,2878.8,2892.6
"1321226969	",96,62.4,70.8,45.6,49.8,34.2,49.8,139.2,118.8,192.6,259.2,,250.8,256.2,204.6,163.2,154.2,249,249,226.2,200.4,188.4,189.6,106.8
"1321226969	",129.6,122.4,103.2,103.2,103.8,96,116.4,128.4,199.2,289.2,332.4,374.4,343.8,344.4,334.2,348.6,331.2,381,364.2,349.2,364.2,358.8,330,154.8
"1321227414	",21.45,11.85,10.8,13.95,21.3,35.4,32.55,34.2,101.55,111.15,116.25,83.55,56.85,103.2,87.75,44.7,42.45,21.9,24.9,41.7,49.2,46.05,33.45,30.6
"1321227437	",21.8,21.2,33.8,31.1,31.1,30.4,25.8,28,48.1,42.7,46.6,50,21.7,27.2,43.3,31.3,25.6,31.3,39.7,30.6,34.1,31.9,32.3,21.5
"1321227449	",14.2,14.6,14.6,14.2,14.2,14.2,14.6,18.6,26.4,98.4,75.8,90.4,60.2,66.4,73.6,54.4,69.6,77.4,63.8,71.6,55.6,25.8,21,13.8
"1321227687	",616.3,621.2,611.1,626,615.1,613.7,608.6,295.9,7.1,19.3,21.6,6.7,22.7,11.3,20.7,11.8,13.3,7.1,12.1,11.1,8.8,133.7,503.5,512.5
"1321229580	",1.1,1.1,1.1,2.1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,1,1.1
"1321229580	",10.4,10.1,10.1,13.5,16.4,10.3,19,12.7,15.7,25.9,11.5,12.2,8.8,6.7,5.1,6.7,27,20.8,21,16.9,17.3,18.6,10,12.8
"1321229670	",1607.4,1586.7,1727.1,1763.7,1667.4,1650.9,1800.6,1689,1560.3,1590.6,1769.7,1762.5,1629.3,1586.4,1754.4,1697.4,1616.1,1576.8,1746,1717.2,1638.9,1618.8,1764,1686.9
"1321233091	",1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.4,1.6,1.6,1.6,1.6,1.4,1.4,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,1.6
"1321233091	",2.4,2.2,2.4,2.4,2.4,2.4,2.4,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.6,2.4,2.4,3.2,4.4,3.2,3.2,3.2,3.2,2.2
"1321233246	",44.8,33.4,37.2,19.4,17.6,22.8,22.4,29.4,37.4,105.8,151.4,131,114.8,118.8,134,135.2,130.6,132.8,105.6,147.2,114.6,89.6,68.6,56.4
"1321233254	",2,2,2,2,2.1,2.1,2,2,2,2,2,2.1,2.1,2,1.9,2,2,2,2,2,2,2,2,2
"1321233321	",34.05,32.55,34.95,35.85,34.5,34.2,35.1,31.35,28.65,31.35,40.5,33.15,32.25,31.05,31.65,28.5,31.5,29.7,36.45,33.9,35.25,33.75,34.35,33.45
"1321233321	",8.4,7.8,7.8,7.2,7.05,7.05,7.05,7.2,8.25,11.55,7.65,7.5,6.75,9.15,8.1,13.2,7.95,9.9,7.5,8.25,8.55,8.55,8.1,8.7
"1321233427	",130,104,71.2,55.4,52.6,50.8,57.6,99.8,112.8,113.8,137.4,161.2,147,129.8,86.8,92.2,95,149.4,188.8,184,222.6,234.8,248.2,
"1321233810	",101,90,90,129,136,144,136,137,119,125,114,91,96,99,96,103,98,103,94,97,102,99,108,98
"1321233810	",263,263,248,256,250,253,257,255,242,248,248,239,202,211,211,209,208,228,221,226,224,238,228,225
"1321233812	",165.9,176.7,192.8,183.6,193,197.4,171.6,185.4,193.7,206.8,196.9,215.3,197.8,192.2,189.8,194.6,165.9,159.1,165.5,172.1,176.7,172.6,190,201
"1321239612	",27.6,91.6,31.2,25.8,37.8,116.4,27,116,68.4,109.4,44,37.6,94.6,35,60.4,54.6,32,74.4,90.2,53.2,49.4,49.4,26.4,116.2
"1321239818	",85.3,56.4,52.6,35.8,43.3,32.2,39.4,48,29.8,54.7,80.9,88.7,128,157.4,109.3,134.4,137,210.6,193.7,223.6,254.3,178.8,138.9,144.1
"1321239839	",20.6,17.76,17.86,17.82,17.96,26.62,32.7,26.68,81.28,86.4,74.76,72.58,52.88,93.24,73.48,77.38,46.86,48.26,48.18,46.72,42.12,33.98,37.54,25.5
"1321239844	",43.48,45.56,23.2,38.8,37.44,41.18,82.54,56.72,38.18,77.46,60.28,77.9,0.86,1.26,3.6,71,70.46,64.48,90.78,64.66,56.76,66.24,47.22,37.38
"1321239848	",7.06,7.02,7.12,7.14,7.2,7.24,29,53.56,48.04,51.86,91.34,49.68,40.82,70.42,83.34,136.76,72.14,35.96,34.98,44.58,42.78,36.38,17.82,18.38
"1321240164	",22.7,22.92,10.5,11.8,7.28,43.48,23.46,16.42,38.18,98.14,74.14,112.66,17.26,39.34,35.06,46.5,33.94,19.8,26.3,26.8,30.48,22.6,14.2,7.04
"1321240168	",9.12,8.69,17.17,6.37,6.7,6.75,17.57,14.83,16.7,26.4,54.19,19.81,15.14,21.12,19.81,18.18,18.99,19.38,22.42,23.12,13.78,12.42,11.25,10.21
"1321240518	",30,31.9,44.6,43.6,48.6,74.5,120.2,150.3,100.2,178.7,133.3,115.3,192.3,107.6,152.1,138.4,198.4,181.8,84,132.9,142.2,44.4,39.7,36.9
"1321241885	",11.85,11.4,12,19.35,18.75,19.65,28.05,27.75,29.55,29.4,29.7,27.9,24,15.3,21.6,23.25,23.25,20.1,17.4,12,16.65,13.65,13.05,11.7
"1321242683	",307.5,299.1,305.1,264,295.5,287.4,261.3,274.5,247.2,229.2,238.8,206.4,215.4,213.3,205.8,188.7,217.2,198.6,183.3,194.1,203.7,172.8,180,185.1
"1321243540	",68.1,68.1,66.5,68.3,65.7,119.6,119.1,106.5,104.8,109,108.8,105.8,105.8,106.6,105.3,101.5,102.1,102,124.2,77,78,79.1,71.3,70.5
"1321243543	",76.8,88.16,92.88,86.66,92.51,76.59,106.43,97.86,87.28,94.22,106.67,92.06,85.28,76.56,67.1,51.46,83.14,111.73,101.26,98.78,98.18,97.84,99.25,96.16
"1321244705	",33.76,35.73,35.36,33.36,39.79,34.22,78,180.82,115.97,123.14,101.76,75.09,59.01,177.04,111.62,84.99,112.85,75.2,101.26,103.7,71.23,54.64,65.86,50.03
"1321244875	",2.9,3.8,3.7,3.9,3.7,46,2.9,3.8,4.5,5.1,3.1,3.8,4,46.1,46.4,7.2,6.5,1.8,1.7,1.7,1.7,43.8,1.8,1.7
"1321245328	",9.1,9,116.3,9,22.6,22.7,20.8,12.5,116,120.1,90.2,74.6,59.9,65,82.9,65.2,49.8,7.5,11.2,10,25.2,15.7,11.5,12.2
"1321246910	",62.4,58.32,37.08,31.8,28.98,25.38,18.18,13.68,29.04,19.8,31.02,32.88,27.72,35.22,43.8,22.92,53.34,47.88,64.26,84.9,54.9,72.3,68.76,66.72
"1321247195	",58.8,60,52.8,52.8,52.2,55.2,45.6,54,86.4,76.2,72,87,79.8,70.8,108.6,84.6,143.4,147,150,85.8,111.6,87.6,60.6,58.2
"1321247195	",65.4,63.6,60.6,55.2,55.2,74.4,93.6,117.6,117,139.8,123.6,151.2,178.2,74.4,100.8,91.2,93,118.2,146.4,171.6,102,97.8,82.2,77.4
"1321254014	",31.2,19.6,19.2,18.4,19,18.4,18.8,25.4,42.8,37.8,30.2,28,38.2,41,22.8,28,21.6,41.4,29.8,25.4,24,22.8,21.8,19.6
"1321254014	",15,14.8,15,14.8,15.6,15,18.6,18.2,20.4,35.2,26.6,23.8,33.2,37.6,21.8,19.8,22.6,20.6,23,24.2,22.6,22.4,20.6,19.8
"1321254015	",7.05,6.75,7.2,6.75,6.75,6.6,6.6,7.05,16.95,9.3,9.3,22.5,12.15,23.4,10.2,10.05,14.55,10.65,12,10.8,10.5,11.1,9.9,9.45
"1321254015	",25.95,25.65,27,25.8,26.55,18.9,20.4,20.25,59.4,68.4,64.05,109.95,75,67.5,52.2,56.4,55.5,91.2,74.55,51.15,55.5,49.2,28.2,42.9
"1321254786	",19.5,19,21,17.5,19,19,19.5,15,17.5,17,16,15.5,18,16,16,16,14,16.5,16,19,18.5,16.5,16,16.5
"1321255054	",8.6,5.3,4.8,5.1,7,7.6,6,5.5,17.4,33.1,32.7,28.2,35.2,33.5,47.2,35.1,46.1,63.9,40.1,35.6,50.3,29.9,28.1,13.1
"1321255054	",4.7,3.7,3.7,4.1,5.5,4,4,3.5,4.6,7.7,8.7,13.9,7.1,8.4,8.1,5.9,6.2,9.7,11.8,9.5,12.9,9.6,5.7,4.6
"1321256757	",323.1,274.8,270.75,268.35,272.85,239.25,240.3,207.45,492.45,649.8,574.8,590.25,395.1,489.3,542.55,541.8,519.9,284.4,202.35,166.65,180.45,157.35,141.9,143.25
"1321256759	",247,263,272.5,174.5,161,195.5,170.5,267,314,516,1002.5,722,523.5,595.5,575,535.5,484,107.5,273,213.5,231.5,183.5,264,231.5
"1321256948	",34.8,34.8,36,34.5,29.7,34.8,32.1,33.9,36.6,50.1,44.7,54.3,56.1,35.7,63.3,36.9,35.1,32.1,49.8,33.3,34.8,37.5,47.7,37.5
"1321256948	",28.8,27.6,27.6,29.1,26.1,24.3,24,34.2,40.8,41.4,24.9,22.5,22.5,24,21.9,35.7,31.2,49.2,61.5,33,31.5,32.4,32.1,28.8
"1321256949	",4.8,4.8,4.8,4.8,4.8,3.9,3.9,3.6,13.2,38.7,35.4,26.7,26.7,29.7,15,25.8,24,23.4,4.8,4.8,4.8,4.8,4.8,4.8
"1321256949	",3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
"1321257208	",4.6,4.4,4.4,4.5,4.6,4,2.6,10.9,9.6,3.2,4.3,12.2,5,6.7,5.2,4.6,2.1,2.2,2.5,2.7,3.3,3.7,4.1,6.1
"1321258286	",7.8,7.8,7.7,7.7,7.8,7.8,3.1,3,3.6,24.7,29.5,30.8,19.7,18.4,30.2,29.9,27.4,22.4,20.3,20.3,19.5,19.2,15.8,14.6
"1321258390	",597.2,581.7,564.6,575,546,532.1,539.9,571.7,678.2,716.4,713,655.1,621.7,620.6,620.3,612.8,614.6,629.7,635.4,648,624.6,648.1,640.1,645
"1321259385	",1184.2,1151.4,1185.6,1180.8,1195.4,1165.2,1212.2,1112.4,1080,1139.4,1184.6,1076.8,1177.6,1117.8,1167.4,1129.2,1264.8,1225.8,1141.2,1185,1177,1177,1182,1104.2
"1321260892	",26.8,16.4,14.8,15.4,22,22.6,19.6,15.6,40.8,37.6,15.6,25.2,26,40,25,28.6,45.8,27.6,23.4,41.8,33.2,29.2,27.6,17.8
"1321260892	",12.8,12.2,9.6,9.4,9.2,10.6,19,17.4,20.6,22.4,18,9.6,15.2,10.8,10,11.2,27.6,15.6,18.4,19.4,15.4,20.8,12.8,26.4
"1321260893	",8.2,7.8,6.6,5.6,5.8,5.8,5.6,6.2,31,30.4,32.4,31.2,15,38.6,22,24,20.8,10.2,23.6,23.4,20.8,12.6,11.2,9.4
"1321260894	",22.2,22.2,25.6,27,25,21.4,22.4,18.8,21,34,27.4,44.4,72.6,49.8,25.8,27,24.8,54.6,68.4,67.4,57.6,37,39.4,36.4
"1321260923	",2.77,2.69,4.13,5.71,2.54,4.11,5.39,5.81,8.69,23.28,38.06,26.9,12.82,11.7,82.75,39.52,62.48,12.64,4.22,6.16,4.74,9.66,4.67,6.22
"1321260925	",1.1,1.2,1.2,1.2,1.2,1.1,1.2,4.2,1,1,1.1,1.1,1.1,1.1,1.2,1.1,1.2,1.2,1.2,1.1,1.1,1.1,1.2,1.2
"1321261435	",346.8,348.6,353.1,360.6,369.6,357.3,334.8,346.8,413.4,575.4,573.9,502.8,554.1,537.6,523.8,499.2,456.9,406.2,421.8,428.4,463.8,472.5,450.3,434.4
"1321261438	",1139.25,1068,1100.7,1087.2,1106.7,1056.45,1031.4,1108.95,1057.95,1169.25,1170.45,1187.25,1203.75,1102.95,1154.4,1177.65,1123.5,1247.55,1067.7,1174.05,1075.5,894.3,942.75,1029.3
"1321265372	",18.4,17.6,17.4,20.1,17.1,19,16.9,17.3,29.9,18,26.4,17.5,23.6,18.3,24.7,25.5,29.2,25.6,18.2,18.4,18.1,18.4,18.1,17.4
"1321265372	",1.9,1.6,1.7,1.8,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,7.8,1.6,1.6,1.7,1.8,1.7,1.7,6.9,1.7,1.7,1.6,1.6
"1321265391	",19,28.5,20.3,23,19.8,19.9,20.2,21.1,23.2,51.2,41.8,51.8,38.4,35.4,26,32.6,41.7,57,32,21.1,49.5,21.3,23.8,22
"1321265391	",23.1,20.1,19.9,20.1,19.8,19.6,20,19.9,25.7,30.7,32.2,24.8,25.2,21.7,35.9,50.2,33.4,23,22.3,37.5,21.6,28.5,22.7,20.8
"1321267512	",20.55,10.5,10.5,10.35,10.35,19.2,35.4,30,32.25,26.4,30.75,27.45,24.3,12.6,21.45,28.65,28.5,33.15,24.15,26.1,27.15,16.95,17.7,19.35
"1321270449	",8,6.7,8.9,7.6,8.2,7.7,6.8,5.7,3.2,5.5,4,5.9,2.9,3,2.6,3.7,4.3,5,6.9,7.5,6.9,6.4,8.4,8.8
"1321272634	",890.1,892.2,972.3,743.7,866.7,1060.5,952.8,1014,690.3,933,734.4,623.4,744.6,633.3,617.4,611.1,747.3,652.8,697.8,736.8,644.4,648,756.3,760.5
"1321273222	",15.2,18.2,13.6,25.6,39.6,61.2,78,69.6,79,92.2,81.8,138.6,129.8,103,51.4,37.4,83.4,97,92.4,78,30.8,23,24,17.2
"1321273222	",86.8,116.4,108,82.4,102,81.4,83.4,69.8,131.8,167.2,154.6,184.8,154.8,121.8,165.8,131,159,181.8,141.2,193.6,167,175.2,126.6,106
"1321273224	",2.2,2,2,2,2,2,2,1.8,3,2,2.6,2.4,4,2.2,2,3,3.4,2.2,2,3.8,3.4,5.2,6,4.8
"1321273334	",9.62,13.86,13.71,13.12,14.08,15.17,14.26,26.56,29.3,47.84,67.52,28.75,67.55,26.5,85.98,5.84,44.34,16.24,15.23,24.56,21.71,21.31,17.71,59.81
"1321273599	",,,,,,,0.62,,,,,1.44,1.33,,0.93,,3.25,,,,,,,
"1321273612	",10.61,10.8,12.88,13.9,8.8,10.27,15.57,9.33,14.4,8.35,11.25,10.62,13.49,13.55,14.24,12.69,22.06,14.35,15.84,19.3,17.31,20.53,15.1,11.55
"1321273797	",188.1,190.4,193,194.5,194.6,197.4,99.6,17,19.8,9.8,9.7,8.1,26.8,16.7,4.4,19.9,13.4,8.2,5.5,5.4,3.6,3.6,3.1,3.7
"1321276549	",281.2,259,258.6,252,257.4,260.6,318.2,340.4,384.6,416.4,443.2,407.8,404.4,358.4,343,364.8,435.6,454,521,539.4,518.4,447.4,423.8,331
"1321276894	",1011.3,978,994.8,969,1015.2,985.2,966.3,963,966.9,990.3,995.1,974.7,964.2,979.5,990.3,1001.1,1008.6,978.9,959.7,1002.6,960.9,960.6,970.5,920.1
"1321278215	",21.2,18.4,20.8,20.4,27.8,21,20.8,108.6,186.6,161.2,173.6,88,99.4,116,174,203.8,145.2,53.6,14,18.8,19.4,24.6,18.2,9.6
"1321278216	",0.99,0.99,0.96,0.99,1.86,1.02,8.96,2.98,2.69,6.82,1.58,1.82,0.29,1.07,1.26,7.87,1.28,11.2,2.61,2.14,1.15,1.1,1.06,1.04
"1321278217	",0.14,0.14,0.14,0.13,0.13,0.13,0.16,,,,,,,,,,,1.41,0.16,0.16,0.16,0.13,0.14,0.14
"1321280519	",15.86,19.06,15.36,9.86,14.5,10.86,30.46,38.69,45.54,59.52,76.53,33.92,43.47,83.49,52.91,47.2,62.54,46.56,50.5,80.45,66.67,80.88,80.83,79.98
"1321280526	",18,14.26,14.11,11.9,21.46,17.04,20.1,32.74,44.62,36.7,16.94,19.23,14.64,,25.63,26,33.57,25.23,19.2,20.22,16.19,16.51,10.7,13.62
"1321280782	",701.55,777.75,753.75,704.4,635.7,528.15,519.9,368.7,872.85,801.6,799.95,808.2,720,718.5,800.25,783.15,775.2,688.2,689.7,583.05,704.55,724.35,589.35,534.3
"1321282541	",0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.22,0.22,0.2,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.22
"1321283707	",17.9,15.6,14.1,15.7,15.4,13.9,16.7,15.6,33.4,23.3,15.4,20.9,46.8,30,22.4,16.9,30.6,15.9,28.2,17.7,19.8,20.8,18.2,34.1
"1321283707	",19.1,18,18.9,19.5,19.4,18.8,19.1,21.3,72,62.9,96.8,39.5,58.6,31.7,24.4,52.2,50.7,44.5,24.2,36.4,37.6,18.8,18.8,18.6
"1321283798	",109.2,109.8,112.2,110.4,111,108.9,109.5,149.1,136.8,219.6,188.7,156.9,120.6,163.8,181.2,148.5,159.9,147.3,109.2,102.3,106.2,102,104.7,107.1
"1321285712	",61.5,52.2,51.6,49.5,46.8,46.5,43.5,50.1,48.6,53.1,60.6,80.4,71.1,96.3,66.6,71.4,51.3,67.8,91.2,74.1,61.8,45.9,54.6,45.3
"1321285712	",84,95.1,81,75.9,74.7,72.9,62.4,61.5,69,137.7,118.5,118.8,111.3,105.6,153.3,140.4,132.9,111,100.5,104.7,90.9,58.5,83.1,50.4
"1321286034	",3.9,21,990,689.55,666.6,1000.5,989.7,761.85,95.1,93.6,114,89.1,18,55.35,27.6,46.5,30.6,19.5,13.5,13.35,10.5,10.2,5.25,5.4
"1321286054	",232.5,623.55,174.9,429,623.55,77.4,259.05,615.75,200.85,183.9,222.6,426,112.05,464.1,697.2,811.5,737.85,65.55,585.75,375.75,83.1,35.85,88.65,153.75
"1321286388	",27.6,34.95,29.4,33.15,32.85,43.35,30.45,26.55,36.75,27.15,30.45,41.1,49.8,10.95,14.1,13.8,34.2,70.05,29.55,29.1,25.8,30.9,29.7,23.85
"1321287320	",4.26,4.42,4.3,3.97,5.66,3.94,4.14,11.65,83.5,63.95,77.9,5.89,8.18,69.71,60.19,139.46,78.43,13.25,9.28,14.64,12.21,11.46,9.38,8
"1321290120	",26.8,27.2,26.8,25.4,26.4,25.2,25.6,26.2,24.2,37,37,25.8,24.4,33.4,27.8,38,27.8,25.6,18.4,31.8,28.8,28.8,27.4,28.2
"1321290120	",19.8,18.8,18.8,20,19.8,19.8,18.6,20.2,20.6,21.8,20,16.6,25.8,16,27.8,20.2,23.2,19.6,20.2,20,21.8,19.6,19.6,
"1321290122	",15.15,15.3,15.3,15.45,15.6,15.75,15.6,12.75,15.3,14.55,23.55,14.85,14.1,21.3,14.55,15,32.25,15,15,15.15,15.15,15.15,15.15,15
"1321290122	",19.05,18.3,18.3,18.3,18.45,18.45,13.95,13.5,32.1,14.1,21.45,19.05,13.5,13.35,13.95,13.2,13.2,15.9,18.45,18.3,18.3,18.3,18.3,18.15
"1321291407	",90.04,91.04,85.22,88.96,88.12,96.02,148.9,104.02,131,120.66,118.36,164.42,143.98,114.34,82.76,89.74,110.66,152.92,167.64,195.06,144.9,129.66,99.02,113.68
"1321291599	",5.1,5.5,5.5,5.6,5.5,5.6,12.5,32,95.5,179,191.9,183.5,165.5,178.5,76,162.3,165.2,175.5,172.3,163.8,110.8,95.6,20.4,5.2
"1321297409	",861,707.8,684.6,666.8,179.9,179.1,352.6,205.1,313.3,357.4,381.1,211.3,217.2,370.1,209.9,388.1,206,396.9,4.5,39.3,4,29.4,145.4,277.7
"1321298150	",119.4,84,55.7,25.1,25.6,25.3,28.1,28.9,25.5,48.3,63.3,158.9,156.5,185.8,157.4,165.2,97.6,311.3,296.7,280.2,284.7,239.4,207.8,180.1
"1321301450	",5.4,5.7,5.7,5.7,5.7,5.7,5.7,5.4,5.1,5.4,5.4,5.1,5.1,5.1,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
"1321301450	",21.6,22.2,22.5,21.6,19.2,20.4,31.2,31.2,37.2,40.2,45,49.5,39.3,38.1,38.1,42.9,30.6,24.9,48.9,41.7,32.4,25.8,25.2,21.9
"1321301602	",13.8,15.45,13.8,15.6,15.6,13.95,10.95,10.8,21.9,34.35,28.5,23.4,21.9,21.75,21.3,21.45,31.5,25.65,15,13.95,12.9,12.75,12.45,11.4
"1321301602	",8.7,8.55,9.3,9.15,9.9,10.2,10.35,10.2,13.8,19.05,18.15,16.35,14.1,13.05,12.15,14.55,16.95,18.15,10.95,9.6,7.95,5.7,5.25,6.75
"1321301804	",5.8,5.2,5.6,5,4.8,5.4,5.2,18.4,19.8,34.6,45,38,35.2,24.4,24.4,16.8,32.4,21.4,25.6,18.2,14.8,16,9.6,7.6
"1321301809	",326.4,195.6,257.55,422.55,385.65,403.5,212.1,177.6,180.45,371.85,407.85,195.75,123.6,165.75,363.9,422.85,375.6,473.1,104.4,130.05,176.25,134.85,97.5,393
"1321301910	",51,21.5,16.8,19.5,35.2,32.5,65.7,107.5,92.2,223.6,142.6,107.7,303.6,99.1,82.1,208.4,143.1,81.4,211.4,71.5,86.9,59.1,155.9,141.9
"1321302250	",42.3,40.8,39.6,37.5,38.1,39,38.4,40.5,48.6,71.7,53.7,58.8,74.1,48.3,58.2,49.8,46.5,53.7,48.3,48.3,41.7,55.2,46.8,42
"1321302250	",77.4,77.4,74.1,75.3,71.4,74.1,71.7,66,74.4,120.6,98.7,94.5,114.9,109.8,118.5,105.3,96,108,87.3,93,81.3,82.5,82.8,79.2
